,target,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
718,<=50K,22,Private,214399,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States
719,>50K,34,Private,217460,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
720,<=50K,33,Private,182556,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
721,<=50K,41,Private,125831,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,60,United-States
722,<=50K,29,Private,271328,13,Never-married,Prof-specialty,Not-in-family,White,Male,4650,0,40,United-States
723,>50K,50,Local-gov,50459,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States
724,>50K,42,Private,162140,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,United-States
725,>50K,43,Private,177937,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,
726,<=50K,44,Private,111502,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States
727,<=50K,20,Private,299047,10,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States
728,<=50K,31,Private,223212,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico
729,>50K,65,Self-emp-not-inc,118474,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386,0,59,
730,<=50K,23,Private,352139,10,Never-married,Other-service,Not-in-family,White,Female,0,0,24,United-States
731,<=50K,55,Private,173093,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States
732,<=50K,26,Private,181655,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2377,45,United-States
733,<=50K,25,Private,332702,11,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States
734,<=50K,45,,51164,10,Married-civ-spouse,,Wife,Black,Female,0,0,40,United-States
735,<=50K,35,Private,234901,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2407,0,40,United-States
736,<=50K,36,Private,131414,10,Never-married,Sales,Not-in-family,Black,Female,0,0,36,United-States
737,<=50K,43,State-gov,260960,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
738,<=50K,56,Private,156052,9,Widowed,Other-service,Unmarried,Black,Female,594,0,20,United-States
739,>50K,42,Private,279914,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
740,<=50K,19,Private,192453,10,Never-married,Other-service,Other-relative,White,Female,0,0,25,United-States
741,<=50K,55,Self-emp-not-inc,200939,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States
742,>50K,42,Private,151408,14,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,50,United-States
743,<=50K,26,Private,112847,11,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States
744,<=50K,17,Private,316929,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States
745,>50K,42,Local-gov,126319,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
746,>50K,55,Private,197422,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,40,United-States
747,<=50K,32,Private,267736,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States
748,<=50K,29,Private,267034,7,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,Haiti
749,<=50K,46,State-gov,193047,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States
750,>50K,29,State-gov,356089,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States
751,<=50K,22,Private,223515,13,Never-married,Prof-specialty,Unmarried,White,Male,0,0,20,United-States
752,<=50K,58,Self-emp-not-inc,87510,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
753,<=50K,23,Private,145111,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,50,United-States
754,<=50K,39,Private,48093,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
755,<=50K,27,Private,31757,11,Never-married,Craft-repair,Own-child,White,Male,0,0,38,United-States
756,>50K,54,Private,285854,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
757,<=50K,33,Local-gov,120064,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States
758,>50K,46,Federal-gov,167381,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
759,<=50K,37,Private,103408,9,Never-married,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States
760,<=50K,36,Private,101460,9,Never-married,Other-service,Not-in-family,White,Female,0,0,18,United-States
761,>50K,59,Local-gov,420537,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,38,United-States
762,<=50K,34,Local-gov,119411,9,Divorced,Protective-serv,Unmarried,White,Male,0,0,40,Portugal
763,>50K,53,Self-emp-inc,128272,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States
764,>50K,51,Private,386773,13,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States
765,<=50K,32,Private,283268,6,Separated,Other-service,Unmarried,White,Female,0,0,42,United-States
766,<=50K,31,State-gov,301526,10,Married-spouse-absent,Other-service,Other-relative,White,Male,0,0,40,United-States
767,<=50K,22,Private,151790,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,Germany
768,<=50K,47,Self-emp-not-inc,106252,13,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States
769,<=50K,32,Private,188557,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
770,<=50K,26,Private,171114,10,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,38,United-States
771,<=50K,37,Private,327323,3,Separated,Farming-fishing,Not-in-family,White,Male,0,0,32,Guatemala
772,<=50K,31,Private,244147,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,55,United-States
773,>50K,37,Private,280282,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,24,United-States
774,<=50K,55,Private,116442,9,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States
775,<=50K,23,Local-gov,282579,11,Divorced,Tech-support,Not-in-family,White,Male,0,0,56,United-States
776,<=50K,36,Private,51838,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
777,<=50K,34,Private,73585,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,
778,>50K,43,Private,226902,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
779,<=50K,54,Private,279129,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States
780,<=50K,43,State-gov,146908,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,
781,<=50K,28,Private,196690,11,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,1669,42,United-States
782,>50K,40,Private,130760,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
783,<=50K,41,Self-emp-not-inc,49572,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
784,>50K,40,Private,237601,13,Never-married,Sales,Not-in-family,Other,Female,0,0,55,United-States
785,<=50K,42,Private,169628,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,38,United-States
786,<=50K,61,Self-emp-not-inc,36671,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2352,50,United-States
787,<=50K,18,Private,231193,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,United-States
788,<=50K,59,,192130,9,Married-civ-spouse,,Husband,White,Male,0,0,16,United-States
789,<=50K,21,,149704,9,Never-married,,Not-in-family,White,Female,1055,0,40,United-States
790,>50K,48,Private,102102,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States
791,<=50K,41,Self-emp-inc,32185,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
792,<=50K,18,,196061,10,Never-married,,Own-child,White,Male,0,0,33,United-States
793,<=50K,23,Private,211046,9,Never-married,Sales,Not-in-family,White,Female,2463,0,40,United-States
794,>50K,60,Private,31577,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
795,<=50K,22,Private,162343,10,Never-married,Other-service,Other-relative,Black,Male,0,0,20,United-States
796,<=50K,61,Private,128831,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
797,<=50K,25,Private,316688,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States
798,>50K,46,Private,90758,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,35,United-States
799,>50K,43,Private,274363,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,England
800,<=50K,43,Private,154538,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
801,<=50K,24,Private,106085,9,Never-married,Other-service,Own-child,Black,Male,0,1721,30,United-States
802,<=50K,68,Self-emp-not-inc,315859,7,Never-married,Farming-fishing,Unmarried,White,Male,0,0,20,United-States
803,<=50K,31,Private,51471,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States
804,<=50K,17,Private,193830,7,Never-married,Sales,Own-child,White,Female,0,0,20,United-States
805,>50K,32,Private,231043,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,48,United-States
806,<=50K,50,,23780,14,Married-spouse-absent,,Other-relative,White,Male,0,0,40,United-States
807,>50K,33,Private,169879,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,47,United-States
808,>50K,64,Private,270333,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
809,<=50K,20,Private,138768,9,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States
810,<=50K,30,Private,191571,9,Separated,Other-service,Own-child,White,Female,0,0,36,United-States
811,<=50K,22,,219941,10,Never-married,,Own-child,Black,Male,0,0,40,United-States
812,<=50K,43,Private,94113,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States
813,<=50K,22,Private,137510,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
814,<=50K,17,Private,32607,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States
815,<=50K,47,Self-emp-not-inc,93208,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,75,Italy
816,<=50K,41,Private,254440,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States
817,>50K,56,Private,186556,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
818,<=50K,64,Private,169871,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States
819,>50K,47,Private,191277,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
820,<=50K,48,Private,167159,11,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States
821,<=50K,31,Private,171871,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,46,United-States
822,<=50K,29,Private,154411,11,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States
823,<=50K,30,Private,129227,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
824,<=50K,32,Private,110331,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,60,United-States
825,>50K,57,Private,34269,9,Widowed,Transport-moving,Unmarried,White,Male,0,653,42,United-States
826,<=50K,62,Private,174355,9,Widowed,Other-service,Not-in-family,White,Female,0,0,40,United-States
827,<=50K,39,Private,680390,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,24,United-States
828,<=50K,43,Private,233130,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,United-States
829,<=50K,24,Self-emp-inc,165474,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
830,<=50K,42,,257780,7,Married-civ-spouse,,Husband,White,Male,0,0,15,United-States
831,>50K,53,Private,194259,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,4386,0,40,United-States
832,<=50K,26,Private,280093,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
833,<=50K,73,Self-emp-not-inc,177387,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
834,<=50K,72,,28929,7,Widowed,,Not-in-family,White,Female,0,0,24,United-States
835,<=50K,55,Private,105304,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
836,<=50K,25,Private,499233,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
837,>50K,41,Private,180572,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
838,<=50K,24,Private,321435,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
839,<=50K,63,Private,86108,9,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,6,United-States
840,<=50K,17,Private,198124,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States
841,<=50K,35,Private,135162,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
842,>50K,51,Private,146813,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
843,<=50K,62,Local-gov,291175,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States
844,>50K,55,Private,387569,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,40,United-States
845,<=50K,43,Private,102895,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
846,<=50K,40,Local-gov,33274,9,Divorced,Other-service,Not-in-family,White,Female,0,0,50,United-States
847,>50K,37,Private,86551,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
848,<=50K,39,Private,138192,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
849,<=50K,31,Private,118966,9,Never-married,Craft-repair,Own-child,White,Male,0,0,18,United-States
850,>50K,61,Private,99784,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
851,<=50K,26,Private,90980,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,55,United-States
852,<=50K,46,Self-emp-not-inc,177407,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
853,<=50K,26,Private,96467,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
854,>50K,48,State-gov,327886,16,Divorced,Prof-specialty,Own-child,White,Male,0,0,50,United-States
855,<=50K,34,Private,111567,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
856,<=50K,34,Local-gov,166545,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
857,>50K,59,Private,142182,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
858,<=50K,34,Private,188798,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States
859,>50K,49,Private,38563,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,56,United-States
860,<=50K,18,Private,216284,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States
861,<=50K,43,Private,191547,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Mexico
862,<=50K,48,Private,285335,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
863,<=50K,28,Self-emp-inc,142712,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States
864,<=50K,33,Private,80945,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
865,<=50K,24,Private,309055,10,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States
866,<=50K,21,Private,62339,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
867,<=50K,17,Private,368700,7,Never-married,Sales,Own-child,White,Male,0,0,28,United-States
868,>50K,39,Private,176186,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
869,<=50K,29,Self-emp-not-inc,266855,13,Separated,Prof-specialty,Own-child,White,Male,0,0,40,United-States
870,>50K,44,Private,48087,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
871,<=50K,24,Private,121313,10,Never-married,Transport-moving,Own-child,White,Male,0,0,50,United-States
872,>50K,71,Self-emp-not-inc,143437,14,Married-civ-spouse,Sales,Husband,White,Male,10605,0,40,United-States
873,>50K,51,Self-emp-not-inc,160724,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,2415,40,China
874,<=50K,55,Private,282753,3,Divorced,Other-service,Unmarried,Black,Male,0,0,25,United-States
875,>50K,41,Private,194636,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
876,<=50K,23,Private,153044,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,7,United-States
877,<=50K,38,Private,411797,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
878,>50K,39,Private,117683,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
879,<=50K,19,Private,376540,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States
880,<=50K,49,Private,72393,5,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
881,>50K,32,Private,270335,13,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,40,Philippines
882,<=50K,27,Private,96226,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States
883,>50K,38,Private,95336,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
884,<=50K,33,Private,258498,10,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,60,United-States
885,<=50K,63,,149698,10,Married-civ-spouse,,Husband,White,Male,0,0,15,United-States
886,<=50K,23,Private,205865,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,28,United-States
887,<=50K,33,Self-emp-inc,155781,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,
888,<=50K,54,Self-emp-not-inc,406468,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States
889,<=50K,29,Private,177119,11,Divorced,Tech-support,Not-in-family,White,Female,2174,0,45,United-States
890,<=50K,48,,144397,10,Divorced,,Unmarried,Black,Female,0,0,30,United-States
891,<=50K,35,Self-emp-not-inc,372525,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
892,<=50K,28,Private,164170,11,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,India
893,>50K,37,Private,183800,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States
894,>50K,42,Self-emp-not-inc,177307,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,65,United-States
895,<=50K,40,Private,170108,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
896,<=50K,47,Private,341995,10,Divorced,Sales,Own-child,White,Male,0,0,55,United-States
897,<=50K,22,Private,226508,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,50,United-States
898,>50K,30,Private,87418,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
899,<=50K,28,Private,109165,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
900,<=50K,63,Local-gov,28856,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,55,United-States
901,<=50K,51,Self-emp-not-inc,175897,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States
902,<=50K,22,Private,99697,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States
903,<=50K,27,,90270,12,Married-civ-spouse,,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States
904,<=50K,35,Private,152375,9,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States
905,<=50K,46,Private,171550,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States
906,<=50K,37,Private,211154,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States
907,<=50K,24,Private,202570,13,Never-married,Prof-specialty,Own-child,Black,Male,0,0,15,United-States
908,<=50K,37,Self-emp-not-inc,168496,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States
909,<=50K,53,Private,68898,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
910,<=50K,27,Private,93235,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States
911,<=50K,38,Private,278924,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,44,United-States
912,<=50K,53,Self-emp-not-inc,311020,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
913,<=50K,34,Private,175878,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
914,<=50K,23,Private,543028,9,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States
915,>50K,39,Private,202027,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States
916,<=50K,43,Private,158926,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,50,South
917,>50K,67,Self-emp-inc,76860,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
918,<=50K,81,Self-emp-not-inc,136063,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States
919,<=50K,21,Private,186648,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States
920,<=50K,23,Private,257509,10,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States
921,<=50K,25,Private,98155,10,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States
922,<=50K,42,Private,274198,3,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,38,Mexico
923,<=50K,38,Private,97083,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States
924,<=50K,64,,29825,9,Married-civ-spouse,,Husband,White,Male,0,0,5,United-States
925,<=50K,32,Private,262153,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
926,<=50K,37,Private,214738,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
927,>50K,51,Private,138022,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
928,<=50K,22,Private,91842,10,Never-married,Sales,Not-in-family,White,Female,0,0,42,United-States
929,<=50K,33,Private,373662,2,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Female,0,0,40,Guatemala
930,<=50K,42,Private,162003,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,55,United-States
931,<=50K,19,,52114,10,Never-married,,Own-child,White,Female,0,0,10,United-States
932,<=50K,51,Local-gov,241843,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
933,<=50K,23,Private,375871,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Mexico
934,>50K,37,Private,186934,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,44,United-States
935,>50K,37,Private,176900,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,99,United-States
936,<=50K,47,Private,21906,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,25,United-States
937,>50K,41,Private,132222,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,40,United-States
938,<=50K,33,Private,143653,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States
939,>50K,31,Private,111567,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
940,<=50K,31,Private,78602,12,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States
941,<=50K,35,Private,465507,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
942,>50K,38,Self-emp-inc,196373,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
943,<=50K,18,Private,293227,9,Never-married,Other-service,Not-in-family,White,Female,0,0,45,United-States
944,<=50K,20,Private,241752,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
945,<=50K,54,Local-gov,166398,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States
946,<=50K,40,Private,184682,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
947,>50K,36,Self-emp-inc,108293,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1977,45,United-States
948,<=50K,43,Private,250802,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,35,United-States
949,<=50K,44,Self-emp-not-inc,325159,10,Divorced,Farming-fishing,Unmarried,White,Male,0,0,40,United-States
950,>50K,44,State-gov,174675,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
951,>50K,43,Private,227065,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States
952,<=50K,51,Private,269080,4,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States
953,<=50K,18,Private,177722,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States
954,<=50K,51,Private,133461,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
955,<=50K,41,Private,239683,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,
956,>50K,44,Self-emp-inc,398473,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States
957,<=50K,33,Local-gov,298785,6,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
958,>50K,33,Self-emp-not-inc,123424,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
959,>50K,42,Private,176286,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
960,<=50K,25,Private,150062,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
961,<=50K,32,Private,169240,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States
962,<=50K,32,Private,288273,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,Mexico
963,<=50K,36,Private,526968,6,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
964,<=50K,28,Private,57066,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
965,<=50K,20,Private,323573,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States
966,>50K,35,Self-emp-inc,368825,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
967,<=50K,55,Self-emp-not-inc,189721,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States
968,>50K,48,Private,164966,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,India
969,<=50K,36,,94954,11,Widowed,,Not-in-family,White,Female,0,0,20,United-States
970,>50K,34,Private,202046,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States
971,<=50K,28,Private,161538,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,35,United-States
972,>50K,67,Private,105252,13,Widowed,Exec-managerial,Not-in-family,White,Male,0,2392,40,United-States
973,<=50K,37,Private,200153,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
974,<=50K,44,Private,32185,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,70,United-States
975,<=50K,25,Private,178326,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
976,<=50K,21,Private,255957,10,Never-married,Exec-managerial,Not-in-family,White,Female,4101,0,40,United-States
977,>50K,40,State-gov,188693,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
978,<=50K,78,Private,182977,9,Widowed,Other-service,Not-in-family,Black,Female,2964,0,40,United-States
979,<=50K,34,Private,159929,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
980,<=50K,49,Private,123207,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,44,United-States
981,<=50K,22,Private,284317,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
982,<=50K,23,,184699,9,Never-married,,Unmarried,Black,Female,0,0,40,United-States
